,Time,qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d],qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m]
1118,1118,100.27,-0.0063647,3150.3,99.24,-0.0064081,86462.0,99.24,-0.0064081,85010.0,4.9106,0.0058778,95.084,-0.011781,96.92,31.997,-0.011968,886.26,871.64,88697.0,-8.3076,64363,153760.0,87326.0,-8.3078,65523,125.5,125.66,0.88377,1.305,0.020448,0.062917,0.88431,0.98971,1.0066,26.983,0.93601,14.627,0.028206,0.0,43796.0,21758.0,32421.0,113490.0,0.070679,1.0,1148.9,23.899,-3.5272,7.1308,1139.0,1.4845,0.94797,23.56,14.776,171.06,25.104,0.54698,0.36364
1119,1119,84.464,0.27168,3183.4,83.576,0.27346,87157.0,83.576,0.27346,85934.0,4.016,-0.010228,95.994,0.30635,97.408,37.837,0.31163,1049.7,1035.1,74696.0,354.51,65074,139570.0,73542.0,354.52,66050,123.14,123.57,0.88358,1.3049,0.020457,0.054988,0.88503,0.98948,1.0066,26.994,0.93612,14.634,0.028664,0.0,44061.0,21838.0,32481.0,113950.0,0.07095,1.0,1127.4,23.935,-3.2699,7.1127,1132.5,1.6161,1.025,23.553,14.772,171.05,25.103,0.55219,0.3671
1120,1120,88.475,-0.62836,3216.4,87.536,-0.63249,88515.0,87.536,-0.63249,87228.0,4.2083,-0.035122,95.827,-0.71127,97.34,36.659,-0.72375,1012.5,997.78,78244.0,-819.96,66050,144720.0,77027.0,-819.99,67079,123.07,123.07,0.88356,1.3049,0.02055,0.056417,0.88356,0.98938,1.0066,27.117,0.93581,14.703,0.028702,0.0,44063.0,21820.0,32524.0,113980.0,0.07095,1.0,1176.4,24.032,-3.3177,7.101,1162.0,1.4706,0.96765,23.55,14.77,171.05,25.103,0.55317,0.36775
1121,1121,76.825,-1.0098,3211.0,75.997,-1.0164,88209.0,75.997,-1.0164,87087.0,3.4311,-0.086819,96.656,-1.3839,97.733,48.274,-1.4083,1313.9,1299.2,67934.0,-1317.6,65950,127800.0,66873.0,-1317.7,66847,122.54,122.54,0.88352,1.3049,0.020541,0.049032,0.88352,0.98934,1.0066,27.105,0.93588,14.697,0.028807,0.0,44378.0,21898.0,32634.0,114510.0,0.071291,1.0,1139.2,24.029,-3.2509,7.083,1162.8,1.4008,0.94565,23.548,14.769,171.05,25.103,0.55577,0.36948
1122,1122,51.413,-1.3647,2817.8,50.914,-1.3736,75230.0,50.914,-1.3736,74501.0,2.7425,-0.092088,97.35,-2.5939,98.262,59.314,-2.6378,1559.5,1545.2,45482.0,-1780.8,56434,100680.0,44801.0,-1780.9,57011,127.41,127.41,0.88398,1.305,0.020035,0.042546,0.88398,0.99028,1.0066,26.437,0.93729,14.32,0.027735,0.0,44592.0,21966.0,32731.0,114900.0,0.071516,1.0,942.26,23.451,-3.4904,7.0696,940.17,1.123,0.78897,23.552,14.771,171.05,25.103,0.55,0.36564
1123,1123,60.708,-1.0535,2926.8,60.117,-1.0605,78564.0,60.117,-1.0605,77699.0,3.0864,-0.0056488,96.919,-1.8042,98.004,50.037,-1.8346,1331.7,1317.3,53707.0,-1374.8,58853,111890.0,52900.0,-1374.8,59538,128.17,128.17,0.88403,1.305,0.020119,0.04671,0.88403,0.99027,1.0066,26.548,0.93696,14.382,0.027617,0.0,44316.0,21919.0,32590.0,114430.0,0.071228,1.0,967.65,23.529,-3.6227,7.0611,970.11,1.1027,0.74752,23.56,14.776,171.05,25.103,0.54266,0.36076
1124,1124,82.721,-0.99602,2951.7,81.909,-1.0026,79796.0,81.909,-1.0026,78613.0,4.3461,-0.072151,95.726,-1.1956,97.313,36.939,-1.2158,995.92,981.49,73183.0,-1299.8,59532,132590.0,72075.0,-1299.8,60471,128.12,128.12,0.88402,1.305,0.020182,0.056797,0.88402,0.9902,1.0066,26.631,0.93675,14.429,0.027642,0.0,44108.0,21822.0,32521.0,114010.0,0.070949,1.0,1010.9,23.595,-3.6551,7.0382,1001.3,1.2809,0.8579,23.562,14.777,171.06,25.104,0.54348,0.36131
1125,1125,102.72,-1.0775,3137.1,101.65,-1.0846,86056.0,101.65,-1.0846,84570.0,5.0486,-0.0094138,94.961,-1.0841,96.866,31.265,-1.1028,856.61,841.99,90853.0,-1406.1,64029,155100.0,89450.0,-1406.1,65216,125.05,125.05,0.88374,1.305,0.020428,0.063892,0.88374,0.98968,1.0066,26.956,0.9361,14.612,0.028287,0.0,43787.0,21744.0,32404.0,113440.0,0.070669,1.0,1140.2,23.883,-3.4656,7.0281,1132.0,1.5077,1.0034,23.559,14.775,171.06,25.104,0.54701,0.36366
1126,1126,80.085,-0.6092,3141.3,79.252,-0.61319,85593.0,79.252,-0.61319,84438.0,3.821,-0.03295,96.212,-0.74624,97.537,40.391,-0.75912,1103.5,1089.0,70825.0,-794.95,63944,133760.0,69738.0,-794.97,64864,123.65,123.65,0.88364,1.3049,0.02037,0.052931,0.88364,0.98961,1.0066,26.879,0.93638,14.57,0.028539,0.0,44159.0,21858.0,32502.0,114070.0,0.07105,1.0,1099.6,23.839,-3.276,7.0097,1102.3,1.5719,1.0371,23.553,14.772,171.05,25.103,0.55105,0.36634
1127,1127,82.482,-0.63849,3190.2,81.611,-0.64268,87621.0,81.611,-0.64268,86423.0,3.7094,-0.0010155,96.292,-0.76389,97.498,39.349,-0.77721,1084.1,1069.5,72946.0,-833.18,65444,135560.0,71813.0,-833.21,66402,123.47,123.47,0.8836,1.3049,0.020529,0.052531,0.8836,0.98944,1.0066,27.09,0.93586,14.688,0.028619,0.0,44127.0,21861.0,32509.0,114040.0,0.070964,1.0,1159.1,24.006,-3.3498,6.9955,1150.6,1.4023,0.92125,23.551,14.77,171.05,25.103,0.55164,0.36673
1128,1128,61.415,0.030352,3191.4,60.759,0.030552,87312.0,60.759,0.030552,86418.0,2.6761,-0.0007604,97.325,-0.008864,98.138,57.701,-0.0089534,1586.6,1571.9,54310.0,39.608,65453,116250.0,53465.0,39.609,66168,123.1,123.28,0.88357,1.3049,0.020509,0.043593,0.88418,0.98943,1.0066,27.063,0.93595,14.673,0.028687,0.0,44400.0,21950.0,32568.0,114550.0,0.071287,1.0,1121.5,23.989,-3.295,6.9802,1141.8,1.3626,0.87239,23.549,14.769,171.05,25.103,0.55496,0.36894
1129,1129,36.895,0.15645,2724.2,36.536,0.15748,72621.0,36.536,0.15748,72097.0,1.9508,0.058115,97.991,0.38745,98.665,76.374,0.3938,2061.5,2047.2,32638.0,204.17,54619,88535.0,32149.0,204.17,55034,127.54,128.09,0.88399,1.305,0.020053,0.037653,0.88576,0.99027,1.0066,26.461,0.93722,14.334,0.027716,0.0,44489.0,22012.0,32620.0,114770.0,0.071472,1.0,934.96,23.468,-3.5155,6.9676,933.8,1.1236,0.71507,23.553,14.772,171.05,25.103,0.54949,0.3653
1130,1130,59.565,0.67402,2919.5,58.985,0.67848,78377.0,58.985,0.67848,77528.0,3.2311,-0.013926,96.783,1.1153,97.979,48.604,1.1335,1332.4,1318.0,52696.0,879.59,58724,113210.0,51904.0,879.62,59396,128.34,129.81,0.88404,1.305,0.020124,0.047859,0.88874,0.99028,1.0066,26.555,0.93693,14.386,0.027586,0.0,44290.0,21905.0,32581.0,114380.0,0.071252,1.0,958.3,23.533,-3.6442,6.953,959.19,1.1438,0.71492,23.56,14.776,171.05,25.104,0.54294,0.36095
1131,1131,71.966,0.60292,2952.4,71.261,0.60691,79677.0,71.261,0.60691,78648.0,3.8975,0.042949,96.06,0.90505,97.611,42.002,0.91982,1154.5,1140.0,63670.0,786.81,59564,128050.0,62706.0,786.83,60382,128.47,129.67,0.88404,1.305,0.020185,0.054406,0.88788,0.99023,1.0066,26.635,0.93672,14.431,0.027579,0.0,43998.0,21837.0,32494.0,113870.0,0.07093,1.0,1011.2,23.595,-3.694,6.934,999.33,1.335,0.835,23.562,14.777,171.06,25.104,0.54362,0.3614
1132,1132,87.32,1.4091,3194.2,86.413,1.4184,87617.0,86.413,1.4184,86351.0,4.007,0.12617,95.867,1.6199,97.295,36.318,1.6473,1023.7,1009.0,77235.0,1838.8,65387,143370.0,76039.0,1838.8,66398,124.75,126.83,0.88371,1.305,0.020485,0.056696,0.89054,0.9896,1.0066,27.032,0.93593,14.655,0.028359,0.0,43795.0,21815.0,32418.0,113550.0,0.070694,1.0,1166.4,23.946,-3.4668,6.9278,1160.4,1.5734,0.94801,23.559,14.775,171.06,25.104,0.54783,0.3642
1133,1133,73.592,1.6381,3181.2,72.828,1.6488,86664.0,72.828,1.6488,85602.0,3.6113,0.010716,96.378,2.1823,97.692,42.579,2.2188,1198.2,1183.6,65085.0,2137.6,64830,131520.0,64084.0,2137.6,65677,123.83,126.64,0.88365,1.3049,0.020392,0.051704,0.89287,0.98961,1.0066,26.909,0.9363,14.586,0.028511,0.0,44135.0,21863.0,32574.0,114110.0,0.071108,1.0,1111.0,23.86,-3.3092,6.9055,1112.0,1.5824,0.94435,23.553,14.771,171.05,25.103,0.55203,0.367
1134,1134,81.585,0.90977,3299.9,80.707,0.91575,91116.0,80.707,0.91575,89923.0,3.6768,0.080027,96.243,1.0922,97.562,40.491,1.1111,1142.3,1127.5,72149.0,1187.2,68095,142110.0,71018.0,1187.2,69050,122.61,123.98,0.88351,1.3049,0.020649,0.053402,0.88812,0.98925,1.0066,27.248,0.93551,14.776,0.02882,0.0,43968.0,21847.0,32492.0,113860.0,0.070951,1.0,1230.6,24.139,-3.3241,6.8922,1219.0,1.4599,0.90403,23.55,14.77,171.05,25.103,0.55305,0.36767
1135,1135,48.305,0.53636,3043.6,47.792,0.53988,82866.0,47.792,0.53988,82164.0,2.2057,0.011025,97.783,1.1812,98.466,80.931,1.2012,2242.3,2227.7,42716.0,699.91,62238,102850.0,42054.0,699.93,62798,123.37,124.9,0.8836,1.3049,0.020444,0.039623,0.88865,0.98951,1.0066,26.977,0.93615,14.625,0.028617,0.0,44509.0,21993.0,32649.0,114760.0,0.071456,1.0,1096.1,23.919,-3.2874,6.8731,1108.5,1.3644,0.84433,23.548,14.769,171.05,25.103,0.55604,0.36966
1136,1136,64.507,0.41222,3103.8,63.836,0.41494,84675.0,63.836,0.41494,83741.0,3.2375,-0.039263,96.802,0.58843,97.959,49.127,0.59848,1360.0,1345.4,57052.0,537.93,63425,122480.0,56172.0,537.94,64169,124.58,125.38,0.8837,1.305,0.020442,0.047886,0.88636,0.98963,1.0066,26.975,0.93609,14.623,0.02838,0.0,44336.0,21908.0,32622.0,114440.0,0.071247,1.0,1091.2,23.903,-3.4224,6.8644,1100.5,1.2024,0.76273,23.551,14.77,171.05,25.103,0.55326,0.36781
1137,1137,41.587,-0.42652,2706.8,41.188,-0.42934,71840.0,41.188,-0.42934,71252.0,2.117,-0.034099,97.917,-1.1795,98.528,71.197,-1.1988,1879.7,1865.5,36790.0,-556.6,53978,87082.0,36243.0,-556.62,54442,128.75,128.75,0.8841,1.305,0.019942,0.037797,0.8841,0.99049,1.0066,26.314,0.93752,14.251,0.027466,0.0,44636.0,22013.0,32686.0,114980.0,0.071545,1.0,885.72,23.34,-3.5781,6.8522,898.52,1.1209,0.75254,23.556,14.774,171.05,25.103,0.54739,0.3639
1138,1138,48.864,-0.75087,2680.4,48.417,-0.75585,70707.0,48.417,-0.75585,70022.0,2.8178,-0.030611,97.213,-1.6017,98.241,56.737,-1.6277,1485.4,1471.2,43240.0,-979.89,53043,96912.0,42604.0,-979.92,53584,131.54,131.54,0.88433,1.305,0.019796,0.043763,0.88433,0.99087,1.0066,26.122,0.93786,14.142,0.026925,0.0,44451.0,21949.0,32628.0,114660.0,0.071356,1.0,849.14,23.16,-3.7861,6.8339,845.55,1.0207,0.68819,23.565,14.779,171.06,25.104,0.53774,0.35749
1139,1139,46.109,-0.37495,2627.3,45.695,-0.37745,69210.0,45.695,-0.37745,68564.0,2.6261,0.030458,97.343,-0.83255,98.3,59.878,-0.84584,1576.7,1562.6,40808.0,-489.33,51940,93988.0,40209.0,-489.34,52449,133.25,133.3,0.88446,1.3051,0.019774,0.042873,0.8846,0.99103,1.0067,26.094,0.93784,14.126,0.026619,0.0,44375.0,21958.0,32623.0,114570.0,0.071319,1.0,843.52,23.12,-3.9501,6.8198,838.63,1.1142,0.73398,23.57,14.782,171.06,25.105,0.53465,0.35544
1140,1140,91.029,0.65496,2978.6,90.148,0.65933,80776.0,90.148,0.65933,79471.0,4.764,0.040155,95.196,0.7339,97.024,33.344,0.7459,918.61,904.16,80551.0,854.77,60176,142410.0,79326.0,854.79,61214,130.4,131.39,0.88419,1.3051,0.020216,0.06189,0.88734,0.99036,1.0067,26.676,0.93651,14.453,0.027235,0.0,43772.0,21766.0,32407.0,113450.0,0.070612,1.0,1054.3,23.606,-3.9155,6.8098,1033.6,1.3586,0.84751,23.571,14.783,171.07,25.105,0.53781,0.35754
1141,1141,104.36,0.60773,3220.7,103.28,0.61175,88621.0,103.28,0.61175,87106.0,5.1801,-0.028814,94.849,0.58671,96.845,30.785,0.59663,861.05,846.38,92311.0,793.08,65948,161140.0,90878.0,793.1,67159,124.63,125.4,0.8837,1.305,0.020496,0.064841,0.88622,0.98958,1.0066,27.046,0.9359,14.663,0.028386,0.0,43795.0,21737.0,32449.0,113480.0,0.070663,1.0,1192.9,23.958,-3.4589,6.7901,1189.0,1.6911,1.0615,23.562,14.777,171.06,25.105,0.54773,0.36413
1142,1142,108.15,-0.71319,3290.1,106.98,-0.71785,91132.0,106.98,-0.71785,89553.0,5.1157,-0.055851,94.94,-0.68965,96.833,30.915,-0.70195,859.74,844.98,95633.0,-930.63,67797,164190.0,94136.0,-930.65,69062,121.06,121.06,0.88338,1.3049,0.020626,0.064045,0.88338,0.98912,1.0065,27.217,0.93569,14.76,0.029124,0.0,43859.0,21751.0,32417.0,113530.0,0.070644,1.0,1246.9,24.133,-3.1323,6.7774,1236.6,1.6852,1.1125,23.551,14.77,171.05,25.103,0.55413,0.36839
1143,1143,94.831,-0.80689,3427.3,93.743,-0.81214,95840.0,93.743,-0.81214,94435.0,3.8635,-0.037834,96.174,-0.82329,97.351,41.865,-0.83838,1169.1,1154.1,83829.0,-1052.9,71500,147700.0,82489.0,-1052.9,72630,118.08,118.08,0.8831,1.3048,0.020876,0.0537,0.8831,0.98859,1.0065,27.548,0.93504,14.947,0.029805,0.0,44147.0,21851.0,32481.0,114030.0,0.070941,1.0,1308.1,24.428,-2.9319,6.7614,1324.0,1.6011,1.0548,23.542,14.765,171.04,25.102,0.55962,0.37204
1144,1144,68.233,-0.71484,3181.8,67.495,-0.71951,87214.0,67.495,-0.71951,86221.0,3.2031,-0.084699,96.882,-1.0653,97.931,48.897,-1.0841,1339.3,1324.6,60329.0,-932.78,65301,124820.0,59392.0,-932.81,66093,121.15,121.15,0.8834,1.3049,0.020533,0.047084,0.8834,0.98922,1.0065,27.095,0.93599,14.691,0.029081,0.0,44431.0,21917.0,32593.0,114570.0,0.071283,1.0,1132.1,24.036,-3.0864,6.7467,1139.0,1.3337,0.89077,23.54,14.763,171.04,25.101,0.56063,0.37271
1145,1145,35.514,-0.94054,2724.3,35.163,-0.94671,72554.0,35.163,-0.94671,72050.0,1.6715,0.0021799,98.326,-2.6928,98.765,84.969,-2.7386,2222.4,2208.1,31411.0,-1227.3,54585,81052.0,30941.0,-1227.4,54984,126.17,126.17,0.88388,1.3049,0.020036,0.034501,0.88388,0.99017,1.0066,26.438,0.93736,14.321,0.027969,0.0,44682.0,22042.0,32709.0,115110.0,0.071613,1.0,902.91,23.465,-3.3541,6.7301,917.16,1.0486,0.73404,23.548,14.769,171.04,25.102,0.55092,0.36626
1146,1146,24.948,0.21305,2380.4,24.719,0.21446,62421.0,24.719,0.21446,62072.0,1.5119,0.037099,98.451,0.65026,98.963,105.62,0.65991,2809.3,2795.2,22073.0,278.03,47030,70542.0,21751.0,278.04,47304,130.1,131.64,0.88422,1.305,0.019761,0.033308,0.88898,0.99078,1.0066,26.076,0.93806,14.117,0.027173,0.0,44667.0,22061.0,32718.0,115120.0,0.071675,1.0,800.59,23.139,-3.6136,6.7136,807.2,0.94517,0.60177,23.56,14.776,171.05,25.103,0.53967,0.35878
1147,1147,33.69,0.85017,2398.2,33.39,0.85581,62712.0,33.39,0.85581,62243.0,2.3014,0.01413,97.684,2.7117,98.616,82.61,2.753,2240.1,2226.1,29815.0,1109.5,47155,80459.0,29381.0,1109.5,47525,132.73,136.5,0.88444,1.305,0.019667,0.03975,0.89588,0.99109,1.0066,25.952,0.93823,14.046,0.026683,0.0,44509.0,21986.0,32687.0,114810.0,0.071454,1.0,782.37,23.014,-3.8322,6.7053,774.76,0.97,0.59359,23.568,14.781,171.06,25.104,0.53306,0.35438
1148,1148,77.046,0.39448,2875.4,76.319,0.39712,77300.0,76.319,0.39712,76203.0,4.2583,0.0386,95.703,0.52003,97.396,38.208,0.52842,1040.8,1026.4,68182.0,514.83,57710,129390.0,67156.0,514.84,58580,131.52,132.25,0.88429,1.3051,0.020077,0.057373,0.8866,0.99059,1.0067,26.493,0.93691,14.35,0.026999,0.0,43922.0,21808.0,32474.0,113780.0,0.070806,1.0,977.28,23.451,-3.951,6.6829,955.7,1.2282,0.7791,23.571,14.783,171.06,25.105,0.5346,0.3554
1149,1149,116.17,-0.21072,3141.9,114.98,-0.21211,86513.0,114.98,-0.21211,84830.0,6.0041,-0.10521,94.101,-0.17435,96.442,27.198,-0.17737,755.2,740.56,102770.0,-274.98,64217,169600.0,101180.0,-274.99,65562,126.54,126.59,0.88386,1.305,0.020461,0.070949,0.884,0.98979,1.0066,26.999,0.9359,14.636,0.028011,0.0,43723.0,21683.0,32350.0,113240.0,0.070466,1.0,1176.8,23.9,-3.6482,6.6682,1167.4,1.628,1.0539,23.566,14.779,171.06,25.105,0.54488,0.36224
1150,1150,110.8,-0.91186,3263.8,109.62,-0.91784,90049.0,109.62,-0.91784,88438.0,5.1763,-0.03656,94.86,-0.81813,96.742,29.862,-0.8325,825.99,811.3,97985.0,-1189.9,66952,162910.0,96459.0,-1189.9,68241,122.46,122.46,0.88351,1.3049,0.020535,0.064736,0.88351,0.98934,1.0066,27.097,0.9359,14.692,0.02882,0.0,43809.0,21734.0,32435.0,113520.0,0.070681,1.0,1214.1,24.023,-3.2385,6.656,1211.6,1.7481,1.1534,23.555,14.773,171.06,25.104,0.55273,0.36746
1151,1151,107.89,-1.1259,3373.8,106.69,-1.1333,93827.0,106.69,-1.1333,92245.0,4.7802,-0.028917,95.249,-1.0477,96.934,31.791,-1.0665,884.64,869.81,95392.0,-1469.2,69834,163450.0,93885.0,-1469.2,71105,120.09,120.09,0.88329,1.3049,0.020719,0.06158,0.88329,0.98894,1.0065,27.339,0.93544,14.829,0.029345,0.0,43890.0,21767.0,32448.0,113630.0,0.070806,1.0,1300.7,24.24,-3.076,6.6399,1287.5,1.6465,1.0957,23.547,14.767,171.04,25.102,0.55592,0.36958
1152,1152,81.759,-1.1136,3304.8,80.841,-1.1208,91559.0,80.841,-1.1208,90355.0,3.4033,-0.059982,96.657,-1.4103,97.626,43.189,-1.4359,1189.3,1174.5,72279.0,-1453.1,68421,134770.0,71135.0,-1453.1,69386,119.53,119.53,0.88324,1.3049,0.020712,0.049295,0.88324,0.98889,1.0065,27.33,0.9355,14.824,0.029462,0.0,44321.0,21893.0,32578.0,114390.0,0.07122,1.0,1231.3,24.24,-3.0033,6.6279,1243.0,1.4804,0.99718,23.541,14.764,171.04,25.102,0.56001,0.3723
1153,1153,48.69,-0.48789,3053.8,48.172,-0.49108,83025.0,48.172,-0.49108,82320.0,2.1474,0.037668,97.815,-0.92398,98.488,76.794,-0.94014,2080.8,2066.2,43054.0,-636.64,62357,102810.0,42389.0,-636.66,62919,122.58,122.58,0.88354,1.3049,0.020412,0.039429,0.88354,0.98947,1.0065,26.935,0.93631,14.601,0.028764,0.0,44469.0,21990.0,32614.0,114710.0,0.07142,1.0,1075.1,23.895,-3.178,6.6183,1098.1,1.2414,0.8211,23.543,14.765,171.04,25.102,0.5574,0.37056
1154,1154,32.941,0.27265,2608.8,32.626,0.27444,68896.0,32.626,0.27444,68432.0,1.8573,-0.0011414,98.144,0.91413,98.751,82.137,0.92872,2209.4,2195.2,29140.0,355.79,51845,80705.0,28709.0,355.8,52211,128.06,129.32,0.88405,1.3049,0.019875,0.03591,0.88808,0.99049,1.0066,26.226,0.93779,14.202,0.027574,0.0,44642.0,22030.0,32684.0,114990.0,0.071532,1.0,856.52,23.278,-3.4635,6.5978,867.84,1.077,0.67683,23.553,14.771,171.04,25.102,0.54689,0.36358
1155,1155,28.18,0.52781,2339.4,27.924,0.5313,61193.0,27.924,0.5313,60800.0,1.7743,0.049012,98.177,1.8245,98.821,98.487,1.8527,2643.9,2629.8,24935.0,688.79,46065,73192.0,24572.0,688.8,46374,131.17,133.81,0.88431,1.305,0.019692,0.035663,0.89247,0.99094,1.0066,25.985,0.93823,14.065,0.026963,0.0,44574.0,22032.0,32687.0,114930.0,0.071525,1.0,789.72,23.056,-3.6853,6.5917,788.04,0.97376,0.60286,23.564,14.778,171.05,25.103,0.53573,0.35616
1156,1156,53.71,0.38209,2655.4,53.222,0.38463,70207.0,53.222,0.38463,69453.0,3.1871,-0.013739,96.827,0.79472,98.014,50.535,0.80708,1358.5,1344.4,47533.0,498.64,52609,102590.0,46833.0,498.66,53205,132.47,133.6,0.8844,1.305,0.019817,0.047195,0.88788,0.99093,1.0067,26.15,0.93773,14.158,0.026766,0.0,44312.0,21915.0,32558.0,114390.0,0.071165,1.0,855.49,23.173,-3.8957,6.5726,844.82,1.0672,0.68047,23.57,14.782,171.06,25.104,0.53287,0.35425
1157,1157,93.205,-0.35064,3004.3,92.297,-0.35297,81606.0,92.297,-0.35297,80269.0,4.8905,-0.00044789,95.11,-0.34555,97.015,33.223,-0.35132,907.13,892.66,82474.0,-457.6,60778,145300.0,81217.0,-457.61,61843,129.96,130.02,0.88415,1.3051,0.020243,0.062486,0.88432,0.9903,1.0067,26.712,0.93644,14.473,0.02732,0.0,43815.0,21760.0,32416.0,113500.0,0.070685,1.0,1067.7,23.638,-3.8864,6.5572,1048.0,1.3672,0.88813,23.57,14.782,171.06,25.105,0.53855,0.35803
1158,1158,110.16,-0.0096209,3241.8,109.01,-0.0096747,89276.0,109.01,-0.0096747,87678.0,5.3324,-0.025662,94.693,0.0041919,96.715,29.547,0.0042133,822.33,807.66,97437.0,-12.542,66377,163980.0,95923.0,-12.543,67656,124.55,124.77,0.88369,1.305,0.020496,0.066195,0.88444,0.98957,1.0066,27.046,0.93591,14.663,0.028402,0.0,43750.0,21723.0,32405.0,113360.0,0.070558,1.0,1207.0,23.959,-3.45,6.542,1200.8,1.6863,1.0771,23.561,14.777,171.06,25.105,0.54851,0.36465
1159,1159,110.6,-0.37219,3326.0,109.4,-0.37462,91946.0,109.4,-0.37462,90334.0,5.2924,-0.055253,94.763,-0.31887,96.794,30.335,-0.32453,844.95,830.23,97797.0,-485.67,68387,168270.0,96267.0,-485.68,69679,121.37,121.41,0.88342,1.3049,0.020582,0.065537,0.88354,0.98919,1.0065,27.159,0.93581,14.727,0.029048,0.0,43818.0,21731.0,32470.0,113510.0,0.070674,1.0,1253.2,24.084,-3.1427,6.5239,1247.0,1.7218,1.1182,23.551,14.77,171.05,25.103,0.55386,0.36821
1160,1160,100.21,-1.3173,3409.8,99.083,-1.3259,94874.0,99.083,-1.3259,93400.0,4.2341,-0.08539,95.851,-1.3892,97.189,37.834,-1.4144,1046.3,1031.4,88592.0,-1718.9,70714,152600.0,87188.0,-1718.9,71898,119.05,119.05,0.8832,1.3048,0.020757,0.056177,0.8832,0.9888,1.0065,27.39,0.93538,14.858,0.029568,0.0,44146.0,21825.0,32491.0,114020.0,0.070978,1.0,1297.1,24.293,-2.9771,6.5159,1309.5,1.6136,1.0932,23.544,14.766,171.04,25.102,0.5576,0.3707
1161,1161,66.315,-1.0212,3229.8,65.599,-1.0279,88423.0,65.599,-1.0279,87458.0,2.8984,0.011144,97.09,-1.5668,98.018,50.514,-1.5947,1375.3,1360.6,58636.0,-1332.6,66238,122480.0,57724.0,-1332.6,67009,121.52,121.52,0.88344,1.3049,0.020518,0.045674,0.88344,0.98927,1.0065,27.074,0.93602,14.68,0.029001,0.0,44321.0,21926.0,32611.0,114450.0,0.071269,1.0,1160.3,24.016,-3.1205,6.4943,1161.0,1.354,0.91431,23.542,14.765,171.04,25.101,0.5578,0.37083
1162,1162,48.266,-0.17412,2968.9,47.777,-0.17526,79758.0,47.777,-0.17526,79068.0,2.3193,-0.026299,97.707,-0.29868,98.426,65.672,-0.30379,1773.3,1758.9,42687.0,-227.21,59895,99355.0,42041.0,-227.22,60443,125.01,125.08,0.88377,1.3049,0.020172,0.039862,0.884,0.98993,1.0066,26.618,0.93697,14.423,0.028226,0.0,44556.0,21990.0,32647.0,114840.0,0.071481,1.0,983.29,23.619,-3.308,6.4823,1002.2,1.1822,0.7663,23.548,14.768,171.04,25.102,0.55234,0.3672
1163,1163,31.941,-0.20793,2536.4,31.647,-0.2093,66588.0,31.647,-0.2093,66142.0,1.8229,-0.0030222,98.18,-0.60409,98.765,83.119,-0.61379,2191.4,2177.2,28261.0,-271.34,50110,78042.0,27847.0,-271.35,50462,129.79,129.84,0.8842,1.305,0.019761,0.03548,0.88436,0.99075,1.0066,26.075,0.93807,14.117,0.027228,0.0,44660.0,22036.0,32684.0,115040.0,0.071596,1.0,822.06,23.142,-3.581,6.4702,830.35,1.0085,0.66609,23.558,14.774,171.05,25.103,0.5421,0.36039
1164,1164,44.539,-0.5591,2552.6,44.138,-0.56281,67014.0,44.138,-0.56281,66393.0,2.8402,-0.06767,97.227,-1.22,98.309,59.523,-1.2395,1558.5,1544.4,39414.0,-729.64,50296,92078.0,38839.0,-729.66,50785,132.21,132.21,0.88439,1.305,0.019711,0.0434,0.88439,0.99101,1.0066,26.009,0.93811,14.079,0.026786,0.0,44514.0,21955.0,32637.0,114710.0,0.071428,1.0,802.85,23.065,-3.804,6.4506,800.5,0.9858,0.65965,23.567,14.78,171.05,25.104,0.53378,0.35486
1165,1165,75.72,-0.7731,2819.6,75.015,-0.77826,75550.0,75.015,-0.77826,74476.0,4.0743,0.037771,95.888,-1.0513,97.415,37.863,-1.0684,1012.8,998.5,67011.0,-1008.9,56403,124730.0,66009.0,-1009.0,57254,131.94,131.95,0.88433,1.3051,0.020011,0.055711,0.88435,0.9907,1.0067,26.406,0.93711,14.301,0.026907,0.0,43966.0,21826.0,32509.0,113870.0,0.070942,1.0,950.76,23.378,-3.9561,6.4418,929.08,1.2092,0.80039,23.571,14.783,171.06,25.105,0.53458,0.35539
