,Time,qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d],qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m]
41,41,45.003,-0.26102,3089.2,44.642,-0.26266,74751.0,44.642,-0.26266,74173.0,2.2458,-0.03077,97.785,-0.50717,98.576,74.793,-0.5145,1817.9,1805.0,39819.0,-340.52,56187,96363.0,39283.0,-340.53,56648,126.49,126.52,0.88411,1.3045,0.018196,0.037248,0.8842,0.99195,1.0063,24.011,0.94352,12.961,0.02723,0.0,44656.0,22019.0,32749.0,115070.0,0.071762,1.0,1038.7,21.538,-2.2611,18.721,1051.2,1.0959,0.7137,23.553,14.772,170.99,25.095,0.50373,0.33488
42,42,31.572,-0.089663,2737.3,31.327,-0.09023,65956.0,31.327,-0.09023,65551.0,1.5309,0.046654,98.422,-0.25237,98.868,90.294,-0.25597,2187.7,2174.7,27940.0,-116.98,49662,76388.0,27566.0,-116.98,49983,129.28,129.4,0.88434,1.3046,0.018148,0.032009,0.88472,0.99224,1.0063,23.948,0.94353,12.926,0.026743,0.0,44685.0,22070.0,32657.0,115070.0,0.071746,1.0,917.04,21.46,-2.5378,18.719,924.56,0.94209,0.61362,23.565,14.779,171.0,25.096,0.4917,0.32688
43,43,44.739,0.010206,2735.6,44.396,0.010273,66384.0,44.396,0.010273,65807.0,2.5199,-0.029886,97.51,0.035327,98.392,62.498,0.035822,1528.8,1515.9,39597.0,13.317,49851,89971.0,39066.0,13.318,50307,131.29,131.53,0.88449,1.3047,0.01823,0.039674,0.88525,0.99234,1.0064,24.055,0.94315,12.985,0.026448,0.0,44569.0,21995.0,32636.0,114810.0,0.071607,1.0,862.08,21.526,-2.8033,18.711,862.85,0.95645,0.61687,23.571,14.783,171.01,25.097,0.49074,0.32625
44,44,49.454,0.24406,2839.5,49.071,0.24564,69754.0,49.071,0.24564,69109.0,2.6579,0.058575,97.283,0.45462,98.285,58.337,0.4611,1449.3,1436.2,43776.0,318.45,52350,97666.0,43180.0,318.46,52862,132.64,133.29,0.88457,1.3048,0.018443,0.042217,0.88658,0.99225,1.0064,24.337,0.94236,13.142,0.026312,0.0,44356.0,21961.0,32647.0,114570.0,0.071483,1.0,903.57,21.738,-3.0776,18.713,896.47,1.0738,0.68039,23.574,14.785,171.02,25.099,0.49395,0.32838
45,45,59.122,0.87008,2908.4,58.658,0.87573,72275.0,58.658,0.87573,71496.0,3.314,0.00078444,96.685,1.4819,97.98,48.995,1.503,1245.9,1232.6,52337.0,1135.3,54154,109710.0,51616.0,1135.3,54772,133.52,135.56,0.88461,1.3048,0.018629,0.047339,0.89087,0.99215,1.0065,24.583,0.94169,13.28,0.026237,0.0,44283.0,21913.0,32560.0,114340.0,0.071328,1.0,926.95,21.925,-3.2835,18.703,925.27,1.2139,0.74924,23.576,14.786,171.03,25.1,0.49957,0.33212
46,46,84.052,-0.31509,3039.9,83.378,-0.31714,76449.0,83.378,-0.31714,75332.0,4.4962,-0.065724,95.569,-0.32189,97.327,36.995,-0.32671,934.41,921.02,74408.0,-411.15,57045,132590.0,73368.0,-411.16,57935,133.41,133.51,0.88459,1.3049,0.018777,0.05686,0.88488,0.992,1.0065,24.778,0.9412,13.389,0.026305,0.0,44101.0,21823.0,32517.0,114010.0,0.071099,1.0,1017.5,22.081,-3.3631,18.694,1005.9,1.3151,0.85567,23.577,14.787,171.04,25.101,0.50386,0.33497
47,47,146.88,-1.4755,3406.6,145.53,-1.4851,89137.0,145.53,-1.4851,87119.0,7.2848,-0.044436,92.76,-1.0397,95.937,24.357,-1.0561,633.91,620.08,129990.0,-1925.3,65914,203220.0,128060.0,-1925.4,67550,127.75,127.75,0.88408,1.3048,0.019367,0.081783,0.88408,0.99095,1.0065,25.556,0.93952,13.826,0.027483,0.0,43291.0,21568.0,32230.0,112550.0,0.070219,1.0,1394.2,22.754,-3.1186,18.691,1350.7,1.631,1.0833,23.573,14.784,171.04,25.101,0.51128,0.3399
48,48,118.08,-0.96408,3625.7,116.92,-0.9702,94709.0,116.92,-0.9702,93080.0,4.6046,-0.046375,95.442,-0.80957,96.875,32.762,-0.82289,854.78,840.89,104440.0,-1257.8,70451,166280.0,102880.0,-1257.8,71773,120.69,120.69,0.8835,1.3046,0.019455,0.058644,0.8835,0.99021,1.0063,25.672,0.93963,13.894,0.028798,0.0,44012.0,21799.0,32490.0,113860.0,0.071,1.0,1428.7,22.923,-2.382,18.693,1453.1,1.8938,1.2471,23.558,14.775,171.03,25.1,0.52405,0.34839
49,49,77.862,-0.47495,3430.8,77.141,-0.47795,87427.0,77.141,-0.47795,86377.0,3.3221,-0.0068482,96.685,-0.61244,97.792,44.58,-0.62212,1139.5,1125.9,68869.0,-619.62,65411,131540.0,67880.0,-619.64,66254,122.5,122.5,0.88369,1.3046,0.019079,0.047715,0.88369,0.99074,1.0063,25.177,0.94078,13.615,0.028312,0.0,44289.0,21911.0,32574.0,114330.0,0.071309,1.0,1209.3,22.51,-2.3607,18.682,1218.3,1.4847,0.96987,23.55,14.77,171.01,25.097,0.5222,0.34716
50,50,76.104,-0.30068,3319.9,75.409,-0.30259,84602.0,75.409,-0.30259,83575.0,3.3692,0.0074666,96.623,-0.38836,97.769,44.153,-0.39446,1131.1,1117.5,67320.0,-392.29,63290,129210.0,66356.0,-392.3,64113,123.79,123.8,0.8838,1.3046,0.019077,0.048308,0.88381,0.99087,1.0063,25.174,0.94071,13.613,0.028075,0.0,44244.0,21904.0,32568.0,114290.0,0.071265,1.0,1167.5,22.493,-2.5076,18.688,1168.2,1.2907,0.83875,23.553,14.772,171.01,25.097,0.51579,0.3429
51,51,70.554,0.19698,3263.2,69.928,0.19824,82592.0,69.928,0.19824,81646.0,3.1391,0.044447,96.816,0.32243,97.882,46.912,0.32732,1201.9,1188.4,62420.0,257.0,61833,123010.0,61533.0,257.01,62590,125.4,125.91,0.88395,1.3047,0.018961,0.046685,0.88562,0.99113,1.0064,25.02,0.94101,13.527,0.027743,0.0,44236.0,21919.0,32538.0,114280.0,0.071287,1.0,1130.2,22.354,-2.616,18.676,1134.6,1.3172,0.83359,23.557,14.774,171.01,25.097,0.51426,0.34189
52,52,68.126,0.72764,3212.0,67.526,0.7323,81354.0,67.526,0.7323,80439.0,3.3273,0.015537,96.657,1.0888,97.904,47.583,1.1052,1229.3,1215.7,60274.0,949.36,60922,122890.0,59419.0,949.39,61652,126.3,127.73,0.88402,1.3047,0.018978,0.047961,0.88867,0.99119,1.0064,25.043,0.9409,13.54,0.02759,0.0,44239.0,21905.0,32534.0,114260.0,0.071253,1.0,1084.4,22.363,-2.7271,18.672,1086.6,1.299,0.80648,23.56,14.776,171.02,25.098,0.51251,0.34072
53,53,73.807,0.29753,3122.5,73.163,0.29944,79174.0,73.163,0.29944,78183.0,3.5577,-0.017295,96.46,0.3902,97.684,42.461,0.39613,1090.2,1076.7,65304.0,388.2,59210,123840.0,64379.0,388.21,60000,127.21,127.79,0.88409,1.3047,0.018975,0.04953,0.88596,0.99128,1.0064,25.039,0.94086,13.537,0.027428,0.0,44236.0,21892.0,32487.0,114220.0,0.071271,1.0,1058.4,22.35,-2.8256,18.667,1061.6,1.3103,0.83118,23.562,14.777,171.02,25.099,0.51267,0.34083
54,54,93.988,-1.3411,3111.9,93.169,-1.3498,79330.0,93.169,-1.3498,78065.0,4.9507,-0.099113,95.148,-1.3822,97.113,34.759,-1.4036,881.03,867.47,83167.0,-1749.9,59108,144910.0,81983.0,-1749.9,60118,127.88,127.88,0.88414,1.3048,0.019009,0.060565,0.88414,0.9913,1.0064,25.084,0.94071,13.562,0.027324,0.0,44030.0,21783.0,32482.0,113860.0,0.071073,1.0,1078.3,22.379,-2.9195,18.66,1065.1,1.3312,0.90174,23.564,14.778,171.02,25.099,0.51232,0.34059
55,55,102.2,-0.94223,3363.6,101.27,-0.94828,86657.0,101.27,-0.94828,85268.0,4.6044,0.047847,95.348,-0.95063,97.081,33.427,-0.96563,860.57,846.86,90424.0,-1229.4,64555,153990.0,89114.0,-1229.4,65671,125.74,125.74,0.88395,1.3047,0.01921,0.059641,0.88395,0.99092,1.0064,25.349,0.94015,13.711,0.027776,0.0,43824.0,21785.0,32368.0,113500.0,0.070834,1.0,1227.4,22.611,-2.8074,18.654,1215.9,1.5265,1.0039,23.563,14.778,171.02,25.099,0.5151,0.34244
56,56,156.42,0.89522,3642.6,154.81,0.90089,97230.0,154.81,0.90089,95039.0,6.8851,0.036581,93.078,0.54216,95.87,23.473,0.5513,635.03,620.9,138340.0,1167.9,71895,215270.0,136230.0,1168.0,73684,119.43,120.1,0.88335,1.3046,0.019761,0.079695,0.88567,0.98979,1.0064,26.076,0.93869,14.121,0.029174,0.0,43236.0,21585.0,32227.0,112480.0,0.070139,1.0,1595.3,23.257,-2.4143,18.647,1556.0,1.842,1.149,23.555,14.773,171.02,25.099,0.52268,0.34748
57,57,142.14,0.24154,3931.1,140.57,0.24304,105410.0,140.57,0.24304,103410.0,5.4465,-0.027104,94.581,0.15776,96.509,28.04,0.16048,761.09,746.84,125640.0,315.09,78242,200100.0,123700.0,315.1,79882,113.27,113.5,0.88278,1.3045,0.019934,0.066586,0.88364,0.98901,1.0062,26.304,0.9385,14.251,0.030472,0.0,43742.0,21718.0,32431.0,113370.0,0.070718,1.0,1679.4,23.511,-1.7689,18.643,1692.4,2.0042,1.2704,23.539,14.763,171.0,25.096,0.53457,0.35539
58,58,86.003,-0.08908,3783.3,85.1,-0.089632,98868.0,85.1,-0.089632,97677.0,3.1329,0.03805,96.829,-0.10534,97.786,44.781,-0.10711,1179.8,1165.8,76022.0,-116.2,73959,145930.0,74884.0,-116.2,74925,114.95,115.0,0.88298,1.3045,0.019562,0.047099,0.88315,0.98954,1.0062,25.813,0.93963,13.975,0.029965,0.0,44230.0,21919.0,32538.0,114250.0,0.071246,1.0,1449.6,23.102,-1.754,18.632,1470.0,1.6457,1.0495,23.53,14.757,170.99,25.094,0.53591,0.35627
59,59,60.424,0.52988,3494.4,59.84,0.53319,89159.0,59.84,0.53319,88340.0,2.6196,-0.0089087,97.389,0.86075,98.293,59.022,0.87447,1531.5,1517.8,53429.0,691.24,66908,120430.0,52656.0,691.26,67567,119.31,120.36,0.88341,1.3045,0.019151,0.041676,0.88704,0.99037,1.0062,25.272,0.94073,13.67,0.028938,0.0,44471.0,21968.0,32573.0,114650.0,0.071521,1.0,1233.5,22.621,-2.0308,18.625,1251.1,1.284,0.80305,23.537,14.761,170.99,25.094,0.52589,0.34962
60,60,48.138,0.27626,3115.4,47.713,0.278,77741.0,47.713,0.278,77103.0,2.3299,0.019899,97.65,0.63607,98.475,69.622,0.64569,1765.8,1752.4,42581.0,360.4,58405,102280.0,41985.0,360.41,58914,123.74,124.59,0.88383,1.3046,0.018755,0.039167,0.88667,0.99117,1.0063,24.749,0.94179,13.375,0.027953,0.0,44507.0,21995.0,32656.0,114800.0,0.071646,1.0,1074.8,22.156,-2.3018,18.616,1080.1,1.0975,0.6964,23.548,14.768,171.0,25.095,0.51423,0.34187
61,61,58.674,-0.11911,3069.9,58.187,-0.11987,75844.0,58.187,-0.11987,75075.0,2.796,-0.032435,97.236,-0.22518,98.132,53.071,-0.22847,1318.5,1305.3,51916.0,-155.4,56864,106830.0,51201.0,-155.4,57476,127.31,127.5,0.88414,1.3046,0.018531,0.042316,0.88475,0.9917,1.0063,24.453,0.94235,13.209,0.027237,0.0,44487.0,21967.0,32580.0,114680.0,0.071545,1.0,1019.2,21.883,-2.5613,18.608,1023.7,1.0808,0.70338,23.558,14.775,171.0,25.096,0.5053,0.33593
62,62,55.771,-0.59218,2981.4,55.337,-0.59597,72832.0,55.337,-0.59597,72110.0,2.9797,-0.03894,97.059,-1.0442,98.192,56.681,-1.0593,1380.4,1367.4,49362.0,-772.62,54620,105100.0,48693.0,-772.64,55194,131.09,131.09,0.88446,1.3047,0.018328,0.043635,0.88446,0.99223,1.0064,24.184,0.94283,13.058,0.026522,0.0,44460.0,21955.0,32598.0,114600.0,0.071479,1.0,958.17,21.631,-2.843,18.607,963.26,1.1065,0.73642,23.567,14.78,171.01,25.098,0.49921,0.33188
63,63,48.485,-0.22543,2849.7,48.129,-0.22688,68895.0,48.129,-0.22688,68273.0,2.3669,0.023259,97.61,-0.44663,98.336,59.535,-0.45292,1443.4,1430.5,42925.0,-294.13,51717,91539.0,42351.0,-294.14,52211,134.49,134.57,0.88473,1.3048,0.018155,0.038966,0.88496,0.99268,1.0064,23.957,0.94324,12.929,0.025907,0.0,44514.0,21999.0,32644.0,114790.0,0.071536,1.0,910.53,21.417,-3.0903,18.6,913.87,1.0974,0.71469,23.575,14.785,171.02,25.099,0.49389,0.32834
64,64,45.347,-0.0096438,2723.7,45.029,-0.0097064,65413.0,45.029,-0.0097064,64834.0,2.6583,-0.035004,97.377,0.039049,98.366,61.639,0.039555,1491.9,1479.1,40155.0,-12.584,49114,91458.0,39623.0,-12.584,49571,137.07,137.46,0.88493,1.3048,0.018039,0.040634,0.88612,0.993,1.0065,23.804,0.9435,12.843,0.025461,0.0,44553.0,21986.0,32662.0,114850.0,0.07157,1.0,862.39,21.272,-3.2795,18.592,866.03,1.0675,0.68792,23.582,14.79,171.03,25.1,0.48955,0.32545
65,65,68.676,-0.80005,2915.6,68.178,-0.80527,71252.0,68.178,-0.80527,70363.0,3.7047,-0.038655,96.334,-1.1436,97.731,43.637,-1.1597,1061.4,1048.3,60816.0,-1044.0,53290,114950.0,59993.0,-1044.0,53996,137.05,137.05,0.88491,1.3049,0.018284,0.049892,0.88491,0.99277,1.0065,24.127,0.94268,13.024,0.025551,0.0,44268.0,21889.0,32544.0,114300.0,0.071254,1.0,954.95,21.53,-3.4294,18.589,936.43,1.1089,0.7439,23.585,14.792,171.03,25.101,0.48905,0.32512
66,66,104.43,-0.614,3297.2,103.59,-0.61801,83199.0,103.59,-0.61801,81808.0,5.2356,0.023486,94.741,-0.64433,96.958,32.089,-0.6537,809.68,796.28,92463.0,-801.2,61932,159620.0,91154.0,-801.22,63050,133.74,133.77,0.88461,1.3049,0.018795,0.064425,0.88471,0.99201,1.0065,24.801,0.94112,13.402,0.02626,0.0,43719.0,21739.0,32385.0,113370.0,0.070706,1.0,1213.3,22.096,-3.4063,18.586,1181.0,1.4054,0.91475,23.583,14.79,171.04,25.102,0.49738,0.33066
67,67,176.88,0.5231,3729.5,175.14,0.52646,99218.0,175.14,0.52646,96753.0,7.5168,0.014945,92.468,0.28437,95.466,21.357,0.28905,574.17,560.12,156500.0,682.51,73168,228570.0,154120.0,682.53,75190,123.36,123.73,0.88369,1.3047,0.019655,0.084808,0.88492,0.99026,1.0064,25.937,0.93881,14.042,0.028399,0.0,43115.0,21537.0,32173.0,112190.0,0.069987,1.0,1691.3,23.102,-2.7973,18.581,1657.9,1.9139,1.2036,23.57,14.782,171.04,25.101,0.51397,0.34169
68,68,114.35,-0.00055608,3933.7,113.16,-0.000554,103320.0,113.16,-0.000554,101730.0,4.1793,-0.012082,95.833,-0.01456,97.184,35.882,-0.014781,949.95,935.95,101110.0,-0.71822,77004,172460.0,99577.0,-0.71825,78300,116.59,116.72,0.88312,1.3045,0.019596,0.055532,0.88358,0.98968,1.0063,25.859,0.93941,14.0,0.029652,0.0,44050.0,21829.0,32510.0,113940.0,0.071095,1.0,1598.1,23.118,-1.9776,18.572,1630.5,1.9932,1.2694,23.548,14.769,171.02,25.098,0.52972,0.35216
69,69,51.679,-0.15373,3471.1,51.196,-0.15469,87527.0,51.196,-0.15469,86833.0,2.1387,0.031073,97.83,-0.24208,98.56,72.486,-0.24595,1835.3,1821.8,45704.0,-200.54,65772,110140.0,45050.0,-200.55,66330,121.15,121.2,0.88359,1.3045,0.018946,0.037836,0.88378,0.99074,1.0063,25.001,0.9413,13.517,0.028507,0.0,44530.0,22009.0,32659.0,114830.0,0.071608,1.0,1219.6,22.385,-2.12,18.57,1245.3,1.4021,0.9051,23.542,14.764,171.0,25.095,0.5246,0.34875
70,70,43.479,0.77328,3034.9,43.11,0.77816,74980.0,43.11,0.77816,74409.0,2.0812,0.034956,97.884,1.7804,98.563,69.907,1.8064,1773.6,1760.3,38466.0,1008.8,56367,94723.0,37935.0,1008.8,56822,125.71,128.04,0.88401,1.3046,0.018579,0.037039,0.89155,0.99152,1.0063,24.516,0.94227,13.244,0.027532,0.0,44547.0,22020.0,32659.0,114890.0,0.071689,1.0,1023.5,21.95,-2.4137,18.569,1034.0,1.0684,0.65547,23.553,14.771,171.0,25.095,0.50953,0.33874
71,71,42.215,1.1316,2892.4,41.874,1.1388,70957.0,41.874,1.1388,70407.0,2.2034,0.071209,97.725,2.7415,98.53,70.668,2.7803,1798.9,1785.8,37356.0,1476.4,53336,92196.0,36847.0,1476.4,53773,128.71,132.42,0.88426,1.3047,0.018447,0.038441,0.89591,0.99191,1.0064,24.342,0.94255,13.146,0.026964,0.0,44448.0,22003.0,32655.0,114760.0,0.071557,1.0,946.43,21.78,-2.6625,18.563,948.14,1.0705,0.64352,23.563,14.778,171.01,25.097,0.50104,0.33309
72,72,55.877,0.96344,2938.1,55.433,0.96961,72394.0,55.433,0.96961,71664.0,3.0136,0.0025708,96.984,1.6811,98.104,52.239,1.705,1319.4,1306.2,49454.0,1257.0,54282,105190.0,48778.0,1257.1,54862,130.79,133.07,0.88442,1.3047,0.018484,0.044613,0.89153,0.99205,1.0064,24.391,0.94232,13.173,0.026633,0.0,44369.0,21940.0,32618.0,114530.0,0.071411,1.0,938.86,21.799,-2.9081,18.563,940.59,1.1574,0.71297,23.569,14.781,171.02,25.098,0.49877,0.33159
73,73,61.947,0.37946,2949.7,61.463,0.38191,72902.0,61.463,0.38191,72091.0,3.4336,-0.0028385,96.569,0.63185,97.936,48.729,0.64087,1221.0,1207.8,54835.0,495.11,54603,113050.0,54084.0,495.13,55247,132.73,133.59,0.88456,1.3048,0.01852,0.048221,0.88724,0.99219,1.0065,24.439,0.9421,13.2,0.026327,0.0,44265.0,21903.0,32564.0,114330.0,0.071248,1.0,947.14,21.818,-3.1342,18.568,943.79,1.2197,0.77023,23.573,14.784,171.02,25.099,0.49941,0.33201
74,74,75.697,0.11646,2993.4,75.108,0.11721,74427.0,75.108,0.11721,73432.0,3.9453,0.027319,96.027,0.16207,97.532,39.709,0.1644,996.7,983.45,67014.0,151.96,55611,123290.0,66091.0,151.96,56403,133.87,134.15,0.88464,1.3048,0.01859,0.05311,0.88552,0.99222,1.0065,24.531,0.9418,13.251,0.026166,0.0,44067.0,21856.0,32527.0,114020.0,0.071107,1.0,973.96,21.881,-3.2955,18.565,968.31,1.3298,0.84486,23.576,14.786,171.03,25.1,0.50071,0.33288
75,75,103.85,0.47662,3186.6,102.98,0.47973,81192.0,102.98,0.47973,79796.0,5.3061,0.00048076,94.693,0.45268,96.839,31.042,0.45945,800.23,786.7,91924.0,621.93,60412,153820.0,90616.0,621.94,61529,131.8,132.41,0.88445,1.3049,0.018973,0.064902,0.88637,0.99168,1.0065,25.036,0.94062,13.534,0.026641,0.0,43745.0,21734.0,32396.0,113400.0,0.070769,1.0,1120.9,22.302,-3.3147,18.557,1110.4,1.5426,0.96739,23.577,14.786,171.04,25.101,0.505,0.33573
76,76,121.47,0.77344,3377.5,120.35,0.77844,87971.0,120.35,0.77844,86304.0,5.8661,0.090688,94.043,0.61271,96.524,28.37,0.62231,748.58,734.76,107490.0,1009.2,65322,179560.0,105910.0,1009.2,66667,127.16,127.97,0.88404,1.3048,0.019358,0.071243,0.88665,0.9909,1.0065,25.544,0.93958,13.82,0.027578,0.0,43411.0,21667.0,32330.0,112870.0,0.070391,1.0,1307.0,22.751,-3.0523,18.549,1275.8,1.7855,1.11,23.57,14.782,171.04,25.101,0.51459,0.3421
77,77,191.54,0.99636,3677.3,189.49,1.0027,100200.0,189.49,1.0027,97475.0,8.2546,-0.041698,91.787,0.52518,95.026,19.231,0.53408,532.14,517.78,169380.0,1299.9,73700,242150.0,166740.0,1300.0,75932,117.58,118.22,0.88315,1.3047,0.020083,0.090802,0.88537,0.9893,1.0064,26.501,0.93773,14.36,0.029666,0.0,43025.0,21481.0,32168.0,112060.0,0.069886,1.0,1722.1,23.615,-2.3857,18.549,1695.3,2.148,1.3397,23.555,14.773,171.03,25.1,0.52855,0.35138
78,78,163.27,-0.57619,3967.3,161.39,-0.57974,108070.0,161.39,-0.57974,105730.0,6.2919,-0.033402,93.741,-0.35123,96.054,25.217,-0.35761,691.67,677.22,144290.0,-751.59,79976,224270.0,142020.0,-751.61,81895,110.77,110.81,0.88251,1.3044,0.020199,0.074037,0.88266,0.98849,1.0062,26.654,0.93779,14.449,0.031117,0.0,43523.0,21646.0,32343.0,112970.0,0.070448,1.0,1805.5,23.82,-1.6083,18.552,1811.5,2.2355,1.4473,23.534,14.76,171.0,25.096,0.54222,0.36047
79,79,93.716,-0.072359,3837.8,92.689,-0.072798,101580.0,92.689,-0.072798,100270.0,3.2987,0.10077,96.601,-0.049984,97.621,41.326,-0.050983,1104.7,1090.5,82816.0,-94.377,75919,153110.0,81561.0,-94.379,76983,112.5,112.65,0.88273,1.3044,0.019793,0.049553,0.88327,0.98907,1.0062,26.118,0.93902,14.147,0.030568,0.0,44055.0,21887.0,32530.0,114100.0,0.071175,1.0,1450.2,23.375,-1.5871,18.552,1483.3,1.7844,1.134,23.523,14.753,170.98,25.093,0.5428,0.36086
80,80,64.985,3.0486,3360.4,64.344,3.0677,86414.0,64.344,3.0677,85528.0,2.6884,0.31839,96.993,4.4059,98.013,50.064,4.4734,1358.8,1345.0,57452.0,3977.0,64777,125520.0,56619.0,3977.1,65487,118.26,123.87,0.88331,1.3045,0.019286,0.046607,0.90191,0.99014,1.0062,25.448,0.94034,13.769,0.029195,0.0,43816.0,21908.0,32571.0,113840.0,0.071019,1.0,1156.4,22.774,-1.9883,18.563,1176.4,1.5422,0.85363,23.531,14.758,170.98,25.093,0.53115,0.35311
81,81,68.322,7.4639,3121.4,67.679,7.511,79815.0,67.679,7.511,78890.0,3.2992,0.49557,96.205,9.9047,97.63,41.527,10.046,1190.3,1176.6,60417.0,9737.4,59749,129650.0,59553.0,9737.6,60486,121.64,135.24,0.88361,1.3046,0.019153,0.054043,0.92535,0.99059,1.0063,25.273,0.94058,13.67,0.028501,0.0,43312.0,21824.0,32502.0,113200.0,0.070725,1.0,1035.9,22.596,-2.3066,18.562,1039.0,1.811,0.8691,23.544,14.766,171.0,25.095,0.52055,0.34606
82,82,71.55,11.52,3104.8,70.881,11.594,79889.0,70.881,11.594,78914.0,3.8168,0.71413,95.469,13.803,97.396,38.056,13.991,1145.3,1131.5,63282.0,15030.0,59765,140400.0,62371.0,15030.0,60542,123.36,143.4,0.88375,1.3047,0.019261,0.061436,0.94187,0.99065,1.0064,25.417,0.94012,13.75,0.028226,0.0,42764.0,21738.0,32479.0,112500.0,0.07035,1.0,1040.3,22.691,-2.5716,18.559,1038.0,2.2476,0.97089,23.551,14.77,171.01,25.097,0.51811,0.34444
83,83,72.107,14.257,3135.5,71.435,14.349,81165.0,71.435,14.349,80176.0,3.7538,0.86862,95.378,16.524,97.32,36.496,16.742,1142.5,1128.7,63784.0,18602.0,60721,142410.0,62859.0,18603.0,61509,125.02,150.1,0.88387,1.3047,0.019378,0.062994,0.95344,0.99069,1.0064,25.57,0.93963,13.835,0.027968,0.0,42484.0,21717.0,32455.0,112140.0,0.070118,1.0,1055.1,22.794,-2.8295,18.557,1052.8,2.6712,1.0765,23.555,14.773,171.02,25.098,0.52113,0.34645
84,84,77.544,17.037,3154.3,76.824,17.147,82093.0,76.824,17.147,81023.0,4.4787,0.83073,94.691,18.029,97.093,34.185,18.263,1094.8,1080.9,68604.0,22230.0,61358,154340.0,67601.0,22231.0,62212,126.4,154.58,0.88397,1.3048,0.019465,0.068861,0.95985,0.99074,1.0065,25.685,0.93926,13.899,0.027746,0.0,42367.0,21658.0,32411.0,111930.0,0.069969,1.0,1097.8,22.87,-3.0363,18.558,1088.8,2.8877,1.1236,23.558,14.775,171.03,25.1,0.52373,0.34818
85,85,95.177,15.373,3267.7,94.294,15.473,85579.0,94.294,15.473,84262.0,5.4232,0.51073,94.066,13.918,96.728,29.639,14.108,910.49,896.53,84213.0,20060.0,63799,169130.0,82973.0,20060.0,64854,127.0,147.86,0.88401,1.3048,0.019542,0.072988,0.94261,0.99072,1.0065,25.786,0.93897,13.956,0.027663,0.0,42724.0,21633.0,32388.0,112220.0,0.070109,1.0,1184.7,22.944,-3.1489,18.557,1179.9,2.8662,1.2157,23.56,14.776,171.03,25.101,0.52632,0.3499
86,86,100.73,10.395,3337.0,99.793,10.463,87373.0,99.793,10.463,85981.0,5.1223,0.49296,94.385,9.361,96.777,30.178,9.4958,879.91,865.96,89127.0,13564.0,65096,168910.0,87813.0,13565.0,66214,127.11,140.42,0.88402,1.3048,0.019525,0.070143,0.92343,0.99074,1.0065,25.765,0.93902,13.943,0.027638,0.0,42836.0,21661.0,32340.0,112310.0,0.070151,1.0,1226.3,22.925,-3.1507,18.56,1213.3,2.6309,1.2339,23.561,14.777,171.04,25.101,0.52772,0.35083
87,87,131.47,9.7916,3550.5,130.18,9.855,94668.0,130.18,9.855,92825.0,6.2244,0.28217,93.493,6.9522,96.175,25.169,7.0581,728.4,714.24,116320.0,12776.0,70247,198180.0,114560.0,12777.0,71742,124.21,133.64,0.88375,1.3048,0.019811,0.077214,0.91303,0.9902,1.0065,26.142,0.93823,14.156,0.028266,0.0,42940.0,21599.0,32315.0,112320.0,0.070158,1.0,1465.9,23.254,-3.0017,18.561,1445.8,2.5151,1.2664,23.559,14.775,171.04,25.101,0.52976,0.35219
88,88,199.36,7.1608,3872.4,197.09,7.2065,107680.0,197.09,7.2065,104790.0,8.6602,0.044373,91.295,3.552,94.942,18.929,3.6126,551.72,537.04,176270.0,9342.6,79214,267060.0,173430.0,9342.9,81606,115.6,119.98,0.88291,1.3047,0.020504,0.095777,0.89792,0.98869,1.0064,27.056,0.93646,14.673,0.030231,0.0,42748.0,21426.0,32123.0,111660.0,0.069708,1.0,1925.0,24.075,-2.3947,18.562,1887.9,2.5625,1.4319,23.548,14.769,171.03,25.1,0.53999,0.35899
89,89,118.79,1.4247,4032.4,117.4,1.4336,109900.0,117.4,1.4336,108190.0,4.2073,0.112,95.681,1.1352,97.112,35.029,1.1555,974.06,959.51,104970.0,1858.5,81886,186130.0,103310.0,1858.6,83287,111.02,112.31,0.88252,1.3045,0.02033,0.058044,0.88731,0.98839,1.0062,26.827,0.93734,14.546,0.031113,0.0,43782.0,21798.0,32452.0,113600.0,0.070856,1.0,1695.7,23.953,-1.7244,18.559,1735.7,2.2763,1.3859,23.529,14.757,171.01,25.097,0.55177,0.36682
